falsified,verified_purchase,sentiment,mean_word_len,num_punctuations,flesch_kincaid_grade,overall_readability_index,total_sentiment,average_review_sentiment
1,0,1,3.638888888888889,2,5.6,6.0,4.0,2.0
0,1,1,5.137254901960786,13,5.9,7.0,16.0,4.0
1,0,1,3.59375,6,4.8,8.0,6.0,3.0
0,1,1,4.434782608695652,3,11.1,11.0,5.0,5.0
1,0,1,4.425,4,6.1,7.0,8.0,2.6666666666666665
0,1,1,3.8333333333333335,5,10.3,7.0,8.0,8.0
0,1,1,4.411764705882354,7,20.8,25.0,10.0,10.0
0,1,1,5.5,9,5.5,7.0,11.0,3.6666666666666665
1,0,1,3.952380952380953,2,3.8,4.0,6.0,3.0
0,1,1,3.82,4,5.1,5.0,12.0,4.0
0,1,1,3.8571428571428568,8,2.0,3.0,9.0,3.0
0,1,1,4.25,4,2.2,5.0,10.0,3.333333333333333
1,0,1,4.2808988764044935,14,8.3,7.0,11.0,2.75
0,1,1,3.5588235294117645,4,1.8,5.0,7.0,2.333333333333333
1,0,1,4.153846153846153,6,16.1,18.0,15.0,15.0
0,1,1,4.107142857142857,0,13.0,7.0,5.0,5.0
0,1,1,4.5064935064935066,14,31.0,31.0,17.0,17.0
1,0,1,3.844444444444445,6,2.1,2.0,18.0,3.6
0,1,1,3.5517241379310347,5,1.2,4.0,9.0,3.0
0,0,1,4.295774647887323,17,5.3,6.0,16.0,3.2
1,0,1,4.032608695652174,10,4.9,5.0,25.0,3.571428571428572
0,1,1,4.1625,11,31.0,31.0,15.0,15.0
0,0,1,3.4375,3,3.4,3.0,7.0,3.5
1,0,1,4.481481481481481,3,3.3,6.0,10.0,3.333333333333333
1,0,1,4.434782608695652,3,5.4,7.0,7.0,3.5
0,1,1,4.489795918367347,16,8.6,8.0,18.0,3.6
0,1,1,3.914893617021277,6,16.5,17.0,6.0,6.0
0,1,1,5.0,4,7.6,8.0,15.0,15.0
0,1,1,4.925373134328358,19,27.9,28.0,12.0,12.0
1,0,1,4.421052631578949,6,6.5,7.0,16.0,4.0
0,1,1,3.9090909090909087,3,0.2,3.0,10.0,3.333333333333333
1,0,1,4.6190476190476195,3,5.0,6.0,6.0,3.0
1,0,1,4.55,2,7.2,8.0,8.0,4.0
0,0,1,4.571428571428571,5,2.7,5.0,7.0,3.5
0,1,1,4.403846153846153,12,22.4,0.0,26.0,26.0
1,0,1,4.419354838709677,5,2.8,6.0,16.0,4.0
0,1,1,4.233333333333333,5,12.6,7.0,7.0,7.0
1,1,1,4.684210526315789,3,3.4,4.0,10.0,3.333333333333333
1,0,1,3.6590909090909087,4,6.0,6.0,7.0,3.5
0,1,1,3.8620689655172415,3,9.9,7.0,8.0,8.0
0,1,1,4.268656716417911,12,26.7,9.0,15.0,15.0
1,0,1,4.464285714285714,8,3.3,4.0,19.0,6.333333333333332
1,0,1,4.388888888888889,8,3.3,6.0,13.0,3.25
1,0,1,4.2727272727272725,6,9.5,10.0,16.0,16.0
0,1,1,5.56,10,13.8,18.0,5.0,5.0
1,0,1,4.545454545454546,6,22.4,9.0,9.0,9.0
0,1,1,4.428571428571429,3,6.4,7.0,6.0,3.0
0,1,1,4.529411764705882,7,7.6,8.0,12.0,3.0
0,1,1,4.129032258064516,3,11.8,12.0,7.0,7.0
1,1,1,5.098039215686273,7,13.2,15.0,6.0,3.0
0,1,1,4.882352941176472,5,14.2,0.0,9.0,9.0
1,0,1,4.55,3,8.7,9.0,4.0,4.0
1,1,1,4.326923076923077,5,7.1,7.0,13.0,3.25
0,1,1,5.0344827586206895,6,12.2,12.0,8.0,8.0
0,1,1,4.633333333333334,9,13.8,14.0,18.0,9.0
1,0,1,3.8783783783783785,8,2.7,5.0,21.0,3.0
1,0,1,4.15625,4,3.9,4.0,14.0,4.666666666666667
1,1,1,4.387096774193549,7,4.9,5.0,13.0,4.333333333333333
0,1,1,3.895522388059701,8,25.9,6.0,17.0,17.0
1,0,1,4.215686274509804,10,3.6,6.0,17.0,4.25
0,1,1,7.0,4,8.8,9.0,6.0,3.0
1,0,1,4.277777777777779,9,5.6,8.0,8.0,2.6666666666666665
1,0,1,4.079365079365079,6,4.7,5.0,20.0,4.0
1,1,1,4.184615384615385,10,4.0,6.0,24.0,4.0
1,0,1,4.076923076923077,4,6.5,7.0,10.0,3.333333333333333
1,0,1,4.0,5,9.9,10.0,9.0,4.5
0,1,1,4.578947368421051,4,3.5,6.0,11.0,5.5
1,0,1,4.45,2,7.6,8.0,6.0,6.0
1,0,1,3.9615384615384617,3,8.7,9.0,4.0,4.0
0,1,1,4.083333333333333,2,2.9,3.0,10.0,3.333333333333333
0,0,1,4.309859154929576,11,6.7,7.0,15.0,3.75
1,0,1,4.5588235294117645,4,13.0,8.0,8.0,8.0
0,1,1,6.1,2,14.6,18.0,4.0,4.0
1,0,1,4.342857142857143,7,6.6,7.0,11.0,2.75
0,1,1,4.666666666666667,8,16.1,0.0,11.0,11.0
1,0,1,4.181818181818182,9,3.5,6.0,30.0,4.285714285714286
1,1,1,4.712121212121212,14,7.4,9.0,24.0,6.0
1,0,1,4.454545454545454,1,8.3,8.0,4.0,4.0
0,1,1,4.1265822784810124,12,5.9,6.0,16.0,3.2
1,0,1,3.9444444444444446,6,3.3,6.0,9.0,3.0
0,1,1,3.595744680851064,4,16.9,17.0,9.0,9.0
0,1,1,3.4482758620689653,0,8.7,9.0,2.0,2.0
1,0,1,4.551724137931036,4,6.6,7.0,4.0,2.0
1,0,1,4.264705882352942,3,11.8,8.0,11.0,11.0
0,0,1,4.2105263157894735,4,6.0,6.0,6.0,3.0
0,1,1,4.0,2,8.3,6.0,8.0,8.0
1,0,1,4.967741935483871,4,3.8,9.0,8.0,2.6666666666666665
0,1,1,5.0555555555555545,2,3.3,4.0,6.0,3.0
1,1,1,3.9565217391304346,6,2.6,3.0,12.0,4.0
1,0,1,4.097222222222221,9,9.1,9.0,7.0,2.333333333333333
1,1,1,3.7111111111111112,10,16.1,19.0,27.0,13.5
1,1,1,4.17948717948718,3,8.5,8.0,8.0,4.0
1,0,1,4.035087719298246,6,6.0,6.0,10.0,3.333333333333333
0,1,1,3.9130434782608696,2,8.3,9.0,7.0,7.0
0,1,1,3.6176470588235294,4,3.8,4.0,8.0,4.0
1,0,1,4.529411764705882,5,6.4,8.0,10.0,5.0
1,0,1,4.172413793103448,4,2.4,5.0,9.0,3.0
1,0,1,4.304347826086956,3,1.6,5.0,10.0,3.333333333333333
0,1,1,4.238095238095238,2,9.1,9.0,6.0,6.0
0,1,1,4.0,5,2.9,3.0,17.0,3.4
1,1,1,4.38,6,38.8,39.0,2.0,2.0
0,1,1,4.441176470588236,4,5.3,6.0,10.0,3.333333333333333
1,0,1,4.045454545454546,3,5.5,6.0,10.0,3.333333333333333
1,0,1,4.233333333333333,5,4.4,6.0,8.0,4.0
0,1,1,3.782608695652174,3,1.6,2.0,10.0,3.333333333333333
0,1,1,4.111111111111111,5,13.8,8.0,10.0,10.0
1,0,1,3.934782608695652,5,5.7,8.0,14.0,4.666666666666667
0,1,1,4.478260869565218,5,8.7,8.0,8.0,8.0
0,1,1,4.309523809523808,7,6.3,7.0,11.0,3.6666666666666665
1,1,1,3.608695652173913,6,3.4,3.0,11.0,3.6666666666666665
0,1,1,4.4,1,9.5,10.0,3.0,3.0
1,0,1,4.620689655172415,7,4.3,6.0,14.0,2.8
0,0,1,4.105882352941176,7,32.9,33.0,16.0,16.0
0,1,1,4.871794871794871,5,18.5,11.0,6.0,6.0
1,0,1,3.44,0,7.1,7.0,4.0,4.0
1,0,1,4.090909090909091,3,7.2,6.0,5.0,5.0
1,0,1,4.041666666666667,6,10.1,10.0,10.0,5.0
1,0,1,4.645161290322581,5,3.8,6.0,11.0,3.6666666666666665
0,1,1,3.636363636363636,2,0.5,1.0,7.0,3.5
1,0,1,4.152173913043479,6,3.3,3.0,18.0,3.6
0,1,1,4.382352941176471,4,14.2,0.0,11.0,11.0
1,1,1,4.807692307692308,4,8.7,7.0,6.0,6.0
1,0,1,4.611111111111111,4,9.1,9.0,7.0,7.0
1,0,1,4.068965517241379,4,5.4,6.0,15.0,3.75
1,1,1,4.478260869565218,3,5.4,6.0,8.0,4.0
0,0,1,4.291666666666667,6,3.3,5.0,11.0,5.5
0,1,1,4.592592592592593,10,23.2,9.0,13.0,13.0
1,0,1,4.0625,5,3.5,4.0,16.0,3.2
1,0,1,3.654545454545455,9,4.0,6.0,11.0,2.75
0,0,1,4.411764705882354,9,3.7,6.0,20.0,4.0
1,1,1,3.88,2,4.6,6.0,6.0,3.0
1,0,1,5.315789473684211,6,6.3,9.0,17.0,3.4
1,0,1,4.848484848484849,6,5.2,9.0,11.0,3.6666666666666665
0,1,1,5.2,2,12.3,12.0,2.0,2.0
0,1,1,4.727272727272728,4,3.8,5.0,9.0,3.0
0,1,1,3.8837209302325584,4,15.7,7.0,2.0,2.0
1,1,1,4.1,4,11.5,12.0,5.0,5.0
0,1,1,5.111111111111111,2,8.6,9.0,5.0,2.5
1,0,1,5.166666666666667,6,11.5,12.0,5.0,5.0
0,0,1,4.38,9,6.3,7.0,9.0,3.0
0,1,1,3.5357142857142856,7,2.9,6.0,6.0,3.0
1,0,1,4.0,11,7.7,8.0,16.0,4.0
1,0,1,4.0740740740740735,3,10.3,11.0,4.0,4.0
0,1,1,5.0,3,4.7,8.0,11.0,3.6666666666666665
1,0,1,3.9047619047619047,6,3.5,4.0,18.0,3.6
1,0,1,4.470588235294118,3,6.4,7.0,6.0,3.0
1,1,1,4.5625,12,8.1,11.0,10.0,3.333333333333333
0,1,1,3.333333333333333,1,6.4,7.0,4.0,4.0
0,1,1,3.863636363636364,6,2.8,3.0,13.0,3.25
0,0,1,4.190476190476192,2,7.9,7.0,8.0,8.0
1,1,1,4.454545454545454,6,8.1,11.0,13.0,4.333333333333333
0,1,1,4.127272727272727,7,22.4,0.0,15.0,15.0
0,1,1,3.8372093023255816,7,16.5,17.0,18.0,18.0
0,1,1,5.565217391304348,5,13.4,16.0,13.0,13.0
1,0,1,3.878787878787879,9,3.8,4.0,12.0,3.0
1,1,1,4.404761904761905,2,17.3,20.0,4.0,4.0
0,1,1,4.75,2,9.9,10.0,7.0,7.0
1,1,1,4.421052631578949,6,9.9,10.0,7.0,7.0
0,1,1,4.541666666666667,4,5.2,7.0,10.0,3.333333333333333
0,1,1,4.391304347826087,6,10.3,10.0,7.0,7.0
0,1,1,4.333333333333333,3,2.9,3.0,10.0,3.333333333333333
1,0,1,4.052631578947368,4,14.6,17.0,4.0,4.0
1,0,1,4.115384615384615,3,4.3,4.0,11.0,3.6666666666666665
1,0,1,3.76271186440678,5,2.0,5.0,14.0,2.8
1,1,1,4.36,5,3.4,6.0,8.0,4.0
1,1,1,4.761904761904762,1,9.1,8.0,5.0,5.0
1,1,1,4.4,3,6.4,7.0,2.0,2.0
1,1,1,4.476744186046512,9,35.7,36.0,11.0,11.0
0,1,1,4.518518518518519,3,5.0,7.0,14.0,7.0
0,1,1,4.21875,6,1.7,3.0,15.0,3.75
0,1,1,4.548387096774194,9,6.1,6.0,12.0,4.0
1,1,1,3.9873417721518982,8,7.5,7.0,10.0,2.5
1,0,1,3.896551724137931,2,5.4,5.0,6.0,3.0
0,1,1,4.166666666666667,0,12.6,13.0,2.0,2.0
1,0,1,5.393939393939394,7,9.7,10.0,8.0,4.0
0,1,1,4.146341463414634,8,7.4,7.0,11.0,5.5
0,0,1,3.78125,9,24.3,6.0,13.0,13.0
0,1,1,4.176470588235294,10,11.8,15.0,13.0,13.0
0,1,1,4.913043478260869,19,11.1,13.0,11.0,3.6666666666666665
0,1,1,4.0256410256410255,4,4.8,5.0,10.0,3.333333333333333
0,1,1,4.380952380952381,4,7.9,8.0,14.0,14.0
1,1,1,4.190476190476192,3,1.3,5.0,12.0,4.0
1,1,1,4.411764705882354,6,1.9,5.0,12.0,3.0
0,1,1,3.8333333333333335,4,3.3,5.0,7.0,3.5
0,1,1,4.6190476190476195,3,2.5,7.0,11.0,3.6666666666666665
0,1,1,4.35,2,5.8,7.0,7.0,3.5
1,0,1,4.6,4,23.6,10.0,13.0,13.0
1,0,1,4.2,2,2.5,4.0,6.0,3.0
1,0,1,4.070422535211268,12,5.5,9.0,25.0,6.25
1,0,1,5.809523809523809,12,7.4,8.0,22.0,11.0
1,1,1,4.280701754385965,4,6.5,7.0,14.0,3.5
0,1,1,3.6428571428571432,3,2.9,3.0,12.0,6.0
0,0,1,4.311111111111111,6,17.3,8.0,10.0,10.0
1,0,1,4.15,10,4.4,6.0,17.0,3.4
1,0,1,4.682926829268292,3,10.1,10.0,8.0,4.0
1,1,1,4.415730337078652,12,5.5,7.0,18.0,3.0
0,1,1,4.25,9,15.0,8.0,9.0,9.0
1,0,1,4.682926829268292,7,4.9,6.0,15.0,3.75
1,0,1,3.8260869565217392,4,3.1,3.0,10.0,5.0
1,0,1,4.7,7,4.8,5.0,16.0,3.2
0,1,1,4.75,7,16.2,11.0,6.0,6.0
1,1,1,4.867647058823528,4,15.4,19.0,6.0,3.0
1,1,1,6.625,14,9.8,10.0,18.0,6.0
0,1,1,4.01,10,38.8,39.0,16.0,16.0
1,0,1,5.375,6,6.4,11.0,18.0,4.5
0,1,1,4.9523809523809526,3,5.0,7.0,9.0,4.5
1,1,1,3.88,5,6.3,9.0,12.0,4.0
1,0,1,4.761904761904762,6,5.0,7.0,14.0,3.5
1,0,1,4.36,5,3.4,3.0,17.0,4.25
0,1,1,4.807692307692308,6,4.3,7.0,10.0,3.333333333333333
0,1,1,4.275,11,3.7,4.0,19.0,4.75
1,0,1,4.206896551724138,5,11.1,13.0,4.0,4.0
1,0,1,4.277777777777779,12,4.2,6.0,19.0,3.8
1,1,1,4.531914893617022,5,5.5,6.0,14.0,3.5
0,1,1,4.841269841269841,10,5.8,8.0,14.0,2.8
1,0,1,4.809523809523808,6,7.9,12.0,10.0,3.333333333333333
0,1,1,4.190476190476192,4,7.9,8.0,11.0,11.0
0,1,1,4.35,13,10.2,9.0,11.0,3.6666666666666665
0,1,1,4.440476190476192,7,32.5,33.0,10.0,10.0
0,1,1,5.15,3,8.7,9.0,8.0,8.0
0,1,1,4.391304347826087,5,9.9,8.0,15.0,7.5
0,1,1,4.117647058823529,5,9.7,10.0,10.0,5.0
1,1,1,3.96,4,5.1,6.0,12.0,4.0
1,1,1,4.793103448275862,4,5.9,6.0,11.0,3.6666666666666665
0,1,1,3.9,6,2.5,3.0,12.0,3.0
1,0,1,4.269230769230768,6,11.1,12.0,4.0,4.0
0,1,1,3.88,2,8.3,6.0,7.0,7.0
1,1,1,3.733333333333333,7,4.4,4.0,15.0,3.75
1,1,1,4.2727272727272725,3,9.5,10.0,12.0,12.0
0,1,1,5.1,5,7.2,8.0,8.0,2.6666666666666665
0,1,1,3.8666666666666663,7,3.6,6.0,21.0,3.0
0,1,1,4.64,7,0.5,4.0,17.0,3.4
1,1,1,3.957142857142857,11,27.1,0.0,22.0,22.0
0,1,1,4.318181818181818,0,8.3,8.0,4.0,4.0
0,1,1,4.333333333333333,6,3.8,5.0,7.0,3.5
0,1,1,4.739130434782608,4,6.6,7.0,8.0,4.0
0,1,1,3.96,4,1.8,2.0,11.0,3.6666666666666665
0,1,1,4.32258064516129,3,11.8,8.0,4.0,4.0
0,0,1,3.96875,3,3.9,4.0,8.0,2.6666666666666665
0,1,1,3.5645161290322585,8,22.8,23.0,19.0,19.0
0,1,1,4.553571428571429,8,5.3,6.0,16.0,3.2
0,1,1,4.416666666666667,5,5.6,6.0,13.0,3.25
0,1,1,4.327272727272727,8,4.0,6.0,16.0,3.2
0,1,1,4.15686274509804,7,4.7,5.0,9.0,2.25
1,0,1,4.8,1,13.0,11.0,4.0,4.0
0,1,1,4.863636363636363,17,18.1,7.0,19.0,19.0
0,1,1,4.446153846153846,12,7.2,8.0,13.0,3.25
1,0,1,4.825396825396825,15,25.5,26.0,13.0,13.0
0,1,1,5.5625,0,10.7,11.0,4.0,4.0
1,1,1,4.142857142857143,3,14.2,15.0,9.0,9.0
1,0,1,4.25,3,4.8,6.0,7.0,3.5
1,0,1,4.011363636363637,12,3.5,6.0,18.0,2.571428571428572
0,1,1,4.75,8,1.7,4.0,10.0,2.5
1,1,1,5.0,3,9.5,8.0,3.0,3.0
1,0,1,4.061728395061729,11,3.1,6.0,20.0,2.8571428571428568
1,0,1,4.8,3,9.5,10.0,4.0,4.0
1,0,1,4.085106382978723,11,16.9,17.0,2.0,2.0
1,0,1,3.8,5,8.3,9.0,15.0,15.0
0,1,1,4.46,5,4.6,7.0,14.0,3.5
0,1,1,4.65625,3,3.9,6.0,10.0,3.333333333333333
1,0,1,3.763157894736842,6,14.6,15.0,11.0,11.0
1,0,1,4.122448979591836,5,3.6,5.0,16.0,3.2
1,0,1,4.4444444444444455,5,4.4,5.0,10.0,3.333333333333333
1,0,1,4.428571428571429,3,9.1,8.0,7.0,7.0
0,1,1,5.129032258064517,10,14.2,14.0,10.0,10.0
1,1,1,5.742857142857143,11,19.3,0.0,10.0,10.0
1,0,1,4.193548387096774,5,2.6,5.0,9.0,3.0
0,1,1,4.511111111111111,4,17.3,10.0,16.0,16.0
0,0,1,4.473684210526316,2,2.3,4.0,5.0,2.5
1,0,1,3.96875,4,1.7,3.0,16.0,4.0
1,1,1,4.25,7,21.2,8.0,15.0,15.0
0,1,1,4.413333333333333,15,29.8,11.0,12.0,12.0
1,0,1,4.0,3,4.0,6.0,11.0,3.6666666666666665
1,1,1,4.190476190476192,0,7.9,8.0,4.0,4.0
1,0,1,4.241758241758242,14,5.7,6.0,20.0,3.333333333333333
0,1,1,4.222222222222221,10,20.8,21.0,6.0,6.0
0,1,1,3.9090909090909087,4,4.0,4.0,10.0,3.333333333333333
1,1,1,3.885245901639344,7,11.3,12.0,10.0,5.0
1,1,1,4.566666666666666,6,3.9,4.0,17.0,4.25
1,0,1,4.384615384615385,9,6.9,7.0,17.0,2.833333333333333
0,1,1,4.809523809523808,11,0.6,4.0,11.0,2.75
0,1,1,4.972222222222221,6,13.8,14.0,4.0,4.0
1,1,1,4.368421052631579,13,22.0,22.0,4.0,4.0
0,1,1,4.3,3,12.6,8.0,7.0,7.0
0,1,1,3.688888888888889,4,3.0,6.0,11.0,2.75
1,0,1,4.617647058823528,5,4.2,6.0,10.0,3.333333333333333
1,0,1,4.309523809523808,6,3.8,6.0,12.0,3.0
0,1,1,4.0,2,2.9,3.0,8.0,4.0
0,1,1,4.55,3,2.4,3.0,13.0,4.333333333333333
0,0,1,4.523809523809524,3,9.1,9.0,10.0,10.0
0,1,1,3.689655172413793,6,22.0,25.0,15.0,15.0
1,1,1,4.264705882352942,17,3.9,7.0,16.0,3.2
0,1,1,4.232558139534883,7,4.1,6.0,11.0,3.6666666666666665
0,1,1,4.380952380952381,2,9.1,10.0,7.0,7.0
0,1,1,4.485714285714286,11,3.2,6.0,21.0,2.625
1,0,1,4.21875,4,4.8,7.0,10.0,5.0
0,1,1,4.652173913043479,3,9.9,10.0,4.0,4.0
0,1,1,4.583333333333333,3,8.0,9.0,9.0,4.5
0,1,1,3.5,3,9.5,10.0,9.0,9.0
1,1,1,3.877551020408163,4,3.4,6.0,14.0,3.5
0,1,1,3.625,3,14.2,8.0,8.0,8.0
0,1,1,4.6415094339622645,7,11.3,9.0,11.0,5.5
1,0,1,4.625,4,4.1,4.0,15.0,3.75
0,0,1,4.590909090909091,2,5.2,6.0,7.0,3.5
0,1,1,4.0,7,6.0,9.0,2.0,2.0
1,0,1,4.0,4,2.7,3.0,6.0,3.0
0,1,1,4.483870967741935,12,23.9,8.0,15.0,15.0
1,0,1,4.26,9,2.5,5.0,17.0,3.4
1,0,1,4.051282051282051,7,7.4,7.0,11.0,5.5
1,1,1,4.09375,3,12.2,8.0,8.0,8.0
0,1,1,4.403846153846153,7,4.8,7.0,21.0,5.25
0,1,1,3.7884615384615374,5,2.6,3.0,15.0,3.0
1,1,1,4.666666666666667,4,2.1,5.0,6.0,3.0
0,1,1,3.975609756097561,6,6.0,5.0,12.0,4.0
1,0,1,4.777777777777779,10,6.1,7.0,12.0,3.0
1,0,1,3.933333333333333,5,4.2,5.0,12.0,6.0
0,0,1,4.142857142857143,9,35.2,0.0,8.0,8.0
0,1,1,4.266666666666667,5,2.5,5.0,9.0,3.0
1,1,1,3.5869565217391304,2,16.5,19.0,4.0,4.0
0,1,1,3.7954545454545454,4,16.9,19.0,10.0,10.0
0,1,1,4.7,3,6.6,7.0,8.0,4.0
1,1,1,5.068965517241379,3,25.9,13.0,6.0,6.0
0,1,1,3.90625,10,9.1,9.0,10.0,2.5
0,1,1,3.9565217391304346,3,1.6,2.0,11.0,3.6666666666666665
1,0,1,4.055555555555555,9,5.0,5.0,14.0,3.5
0,1,1,4.061538461538461,8,25.1,9.0,11.0,11.0
0,1,1,4.293103448275862,8,23.6,8.0,10.0,10.0
0,1,1,4.2,2,7.6,7.0,4.0,4.0
1,1,1,4.041666666666667,8,4.4,6.0,8.0,4.0
0,1,1,4.32,5,4.6,6.0,7.0,3.5
1,1,1,4.761904761904762,5,2.6,3.0,19.0,3.8
1,0,1,5.5,15,7.5,8.0,18.0,4.5
0,1,1,3.931034482758621,4,7.3,7.0,15.0,5.0
0,1,1,4.446428571428571,3,22.8,10.0,11.0,11.0
0,1,1,5.0588235294117645,2,8.7,9.0,6.0,6.0
1,1,1,3.8571428571428568,5,2.2,2.0,9.0,3.0
1,0,1,4.264705882352942,12,25.1,8.0,4.0,4.0
0,1,1,4.2,7,25.1,0.0,15.0,15.0
0,1,1,4.685185185185184,6,8.0,8.0,21.0,7.0
1,0,1,3.9672131147540974,6,4.5,6.0,16.0,3.2
1,1,1,5.105263157894737,5,10.3,10.0,4.0,4.0
1,1,1,4.153846153846153,7,4.8,5.0,17.0,3.4
1,0,1,4.136363636363637,10,4.3,6.0,8.0,2.6666666666666665
0,1,1,4.516129032258065,10,10.2,13.0,24.0,8.0
1,1,1,4.589743589743589,12,8.5,10.0,17.0,4.25
1,0,1,4.25,8,5.2,6.0,11.0,2.75
0,1,1,4.571428571428571,5,3.7,4.0,17.0,5.666666666666668
0,1,1,4.181818181818182,11,34.1,0.0,12.0,12.0
0,1,1,4.161290322580645,2,5.8,6.0,6.0,3.0
0,1,1,4.393939393939394,8,13.8,14.0,11.0,11.0
0,1,1,4.7317073170731705,7,2.9,7.0,18.0,3.6
1,1,1,4.5,8,11.1,9.0,5.0,2.5
1,0,1,4.303030303030303,8,2.9,5.0,22.0,3.6666666666666665
0,1,1,4.172413793103448,9,6.1,6.0,10.0,3.333333333333333
0,1,1,4.652173913043479,5,5.7,8.0,6.0,2.0
0,1,1,4.05,2,2.5,4.0,4.0,2.0
0,1,1,5.0,5,14.2,11.0,9.0,9.0
1,1,1,4.190476190476192,3,3.8,4.0,8.0,4.0
0,1,1,4.0,2,8.7,9.0,8.0,8.0
0,1,1,3.914285714285714,5,5.4,6.0,10.0,5.0
0,0,1,4.0,8,23.5,6.0,16.0,16.0
1,1,1,4.9230769230769225,9,5.2,6.0,20.0,4.0
1,1,1,3.7714285714285714,9,2.0,5.0,12.0,2.0
0,1,1,3.8333333333333335,2,5.6,6.0,8.0,4.0
0,1,1,4.28,4,4.6,6.0,9.0,4.5
0,1,1,4.346153846153847,4,12.3,7.0,4.0,4.0
0,0,1,4.724137931034483,5,12.2,13.0,5.0,5.0
0,1,1,4.34375,14,6.9,7.0,13.0,4.333333333333333
0,1,1,5.104166666666667,17,5.6,6.0,5.0,1.25
1,0,1,4.227272727272728,9,3.8,6.0,8.0,4.0
0,1,1,3.9032258064516134,8,4.6,5.0,12.0,3.0
1,0,1,4.941176470588236,10,4.9,5.0,18.0,3.6
1,0,1,4.203389830508475,12,3.2,6.0,12.0,3.0
1,1,1,4.620689655172415,8,7.3,8.0,13.0,4.333333333333333
0,0,1,4.383333333333334,7,25.5,26.0,11.0,11.0
1,0,1,4.739130434782608,8,5.5,6.0,25.0,3.125
0,1,1,4.954545454545454,7,10.7,10.0,13.0,13.0
1,1,1,3.5909090909090913,1,15.7,18.0,4.0,4.0
0,1,1,4.181818181818182,6,6.9,7.0,14.0,4.666666666666667
0,1,1,4.27027027027027,3,7.0,7.0,11.0,5.5
1,1,1,4.2413793103448265,5,2.4,5.0,9.0,3.0
0,1,1,4.837837837837838,10,4.4,7.0,11.0,2.75
0,1,1,4.111111111111111,5,3.3,4.0,12.0,4.0
0,1,1,3.695652173913044,5,8.7,9.0,8.0,8.0
1,0,1,3.8928571428571432,4,2.9,4.0,12.0,6.0
1,0,1,4.431034482758621,9,8.5,9.0,9.0,3.0
0,1,1,4.162162162162162,3,14.2,17.0,5.0,5.0
1,1,1,4.45945945945946,3,15.4,0.0,12.0,12.0
0,1,1,4.927272727272729,16,4.5,7.0,19.0,3.1666666666666665
1,0,1,3.8333333333333335,4,1.5,2.0,15.0,3.75
1,1,1,3.939393939393939,10,4.1,5.0,21.0,3.0
0,1,1,4.5151515151515165,5,6.2,8.0,6.0,3.0
0,0,1,4.40625,9,6.0,10.0,15.0,3.75
1,0,1,3.946428571428572,6,5.1,5.0,14.0,3.5
0,1,1,4.1807228915662655,21,30.6,31.0,19.0,19.0
1,0,1,4.746478873239437,12,5.5,7.0,22.0,3.6666666666666665
0,1,1,3.888888888888889,11,9.0,9.0,16.0,5.333333333333333
1,0,1,4.5,3,6.8,8.0,7.0,3.5
0,1,1,4.379310344827586,3,11.1,7.0,10.0,10.0
0,1,1,4.545454545454546,5,7.4,7.0,9.0,2.25
1,0,1,3.6666666666666665,7,17.3,0.0,12.0,12.0
0,1,1,3.807692307692308,7,3.6,6.0,7.0,3.5
1,1,1,4.2,3,5.8,6.0,6.0,3.0
0,1,1,4.5432098765432105,7,16.7,17.0,9.0,4.5
1,0,1,3.802325581395349,8,5.3,6.0,14.0,2.8
1,1,1,3.9696969696969697,4,5.0,5.0,8.0,4.0
1,1,1,4.625,15,17.7,18.0,23.0,11.5
1,1,1,4.307692307692308,3,16.1,8.0,4.0,4.0
0,1,1,4.2368421052631575,9,2.7,3.0,26.0,5.2
1,0,1,4.243243243243243,7,7.0,7.0,6.0,3.0
1,0,1,4.170731707317073,7,4.9,5.0,13.0,3.25
1,1,1,3.8333333333333335,8,9.1,9.0,7.0,7.0
0,1,1,4.40625,24,37.2,11.0,22.0,22.0
1,1,1,4.295774647887323,7,14.8,8.0,6.0,3.0
1,1,1,5.050847457627119,11,5.5,8.0,21.0,4.2
0,1,1,4.457142857142856,11,5.5,6.0,18.0,3.0
1,0,1,4.303030303030303,5,11.4,7.0,17.0,17.0
1,0,1,4.227272727272728,5,2.9,5.0,12.0,3.0
1,0,1,3.7352941176470584,2,4.0,4.0,5.0,2.5
0,1,1,4.333333333333333,3,2.9,3.0,10.0,3.333333333333333
1,0,1,5.019607843137255,13,6.1,8.0,17.0,3.4
1,0,1,4.0,6,2.5,4.0,9.0,2.25
0,1,1,4.380952380952381,3,1.5,6.0,11.0,5.5
1,0,1,4.926829268292684,13,8.5,9.0,12.0,4.0
0,1,1,4.388888888888889,3,5.6,6.0,11.0,3.6666666666666665
1,0,1,4.478260869565218,6,0.4,4.0,15.0,5.0
1,0,1,3.939393939393939,5,5.0,5.0,12.0,3.0
1,1,1,3.8936170212765964,6,4.7,5.0,8.0,2.6666666666666665
1,0,1,4.375,9,5.4,7.0,15.0,3.0
0,1,1,4.055555555555555,8,15.8,16.0,11.0,11.0
1,0,1,4.545454545454546,4,3.0,4.0,17.0,4.25
0,1,1,3.929824561403509,7,4.1,5.0,11.0,2.75
0,1,1,4.648648648648648,9,8.1,10.0,9.0,4.5
0,1,1,4.0,3,5.6,7.0,13.0,6.5
1,1,1,4.161290322580645,3,7.0,7.0,7.0,3.5
1,0,1,4.157894736842104,4,7.2,7.0,7.0,3.5
